"materialsar","materialsen","quantityar","quantityen","quarterar","quarteren","yearar","yearen","average_pricesar","average_pricesen"
"اسمنت مقاوم للاملاح","Cement sulphate Resistance","","","Q3","Q3","2022","2022","15.49","15.49"
"اسمنت عادي بورتلاند","Cement Portland Cement","","","Q3","Q3","2022","2022","12.13","12.13"
"اسمنت ابيض","Cement White Cement","","","Q3","Q3","2022","2022","34.48","34.48"
"الجير","Lime","","","Q3","Q3","2022","2022","15.75","15.75"
"الجبس","Gypsum","","","Q3","Q3","2022","2022","8.05","8.05"
"بحص كونكري مكسر 3/4 انش","Aggreates 3/4","","","Q3","Q3","2022","2022","1223.33","1223.33"
"بحص كونكري مكسر 3/8 انش","Aggreates 3/8","","","Q3","Q3","2022","2022","1223.33","1223.33"
"بحص كونكري مكسر 3/16 انش ","Aggreates 3/16","","","Q3","Q3","2022","2022","1383.33","1383.33"
"الرمـــل / ابيض","Sand / White","","","Q3","Q3","2022","2022","793.33","793.33"
"الرمـــل / اسود","Sand / Black","","","Q3","Q3","2022","2022","1116.67","1116.67"
"الرمـــل / احمر","Sand / Red","","","Q3","Q3","2022","2022","606.67","606.67"
"طابوق أسمنتي / مفرغ - 4 سم","Hollow - 4 cm","","","Q3","Q3","2022","2022","2.00","2.00"
"طابوق أسمنتي / مفرغ - 6 سم","Hollow - 6 cm","","","Q3","Q3","2022","2022","2.21","2.21"
"طابوق أسمنتي / مفرغ - 8 سم","Hollow - 8 cm","","","Q3","Q3","2022","2022","2.42","2.42"
"طابوق أسمنتي / مصمت - 4 سم ","Solid - 4 cm","","","Q3","Q3","2022","2022","3.01","3.01"
"طابوق أسمنتي / مصمت - 6 سم","Solid - 6 cm","","","Q3","Q3","2022","2022","3.42","3.42"
"طابوق أسمنتي / مصمت - 8 سم","Solid - 8 cm","","","Q3","Q3","2022","2022","3.47","3.47"
"خرسانة جاهـزة / بورتلاند عادي نيوتن 40","Concrete Ready Mix / Normal - neutin 40","","","Q3","Q3","2022","2022","222.34","222.34"
"خرسانة جاهـزة / مقاوم للاملاح نيوتن 40","Concrete Ready Mix / Sulphate Resistance - neutin 40","","","Q3","Q3","2022","2022","232.87","232.87"
"حديد مبروم 8-6  ملم","Steel Bars 6-8 mm","","","Q3","Q3","2022","2022","2689.87","2689.87"
"حديد مبروم25 -10  ملم","steel Bars 10 - 25","","","Q3","Q3","2022","2022","2537.22","2537.22"
"شبك حديد للأرضيات  6 ملم","B.R.C. Mesh  6 m.m","","","Q3","Q3","2022","2022","64.71","64.71"
"شبك حديد للأرضيات  7 ملم","B.R.C. Mesh  7 m.m","","","Q3","Q3","2022","2022","91.70","91.70"
"شبك حديد للأرضيات  8 ملم","B.R.C. Mesh 8 m.m","","","Q3","Q3","2022","2022","124.70","124.70"
"اسمنت مقاوم للاملاح","Cement sulphate Resistance","","","Q4","Q4","2022","2022","15.66","15.66"
"اسمنت عادي بورتلاند","Cement Portland Cement","","","Q4","Q4","2022","2022","12.82","12.82"
"اسمنت ابيض","Cement White Cement","","","Q4","Q4","2022","2022","34.36","34.36"
"الجير","Lime","","","Q4","Q4","2022","2022","15.75","15.75"
"الجبس","Gypsum","","","Q4","Q4","2022","2022","8.05","8.05"
"بحص كونكري مكسر 3/4 انش","Aggreates 3/4","","","Q4","Q4","2022","2022","1223.33","1223.33"
"بحص كونكري مكسر 3/8 انش","Aggreates 3/8","","","Q4","Q4","2022","2022","1223.33","1223.33"
"بحص كونكري مكسر 3/16 انش ","Aggreates 3/16","","","Q4","Q4","2022","2022","1383.33","1383.33"
"الرمـــل / ابيض","Sand / White","","","Q4","Q4","2022","2022","793.33","793.33"
"الرمـــل / اسود","Sand / Black","","","Q4","Q4","2022","2022","1116.67","1116.67"
"الرمـــل / احمر","Sand / Red","","","Q4","Q4","2022","2022","606.67","606.67"
"طابوق أسمنتي / مفرغ - 4 سم","Hollow - 4 cm","","","Q4","Q4","2022","2022","2.00","2.00"
"طابوق أسمنتي / مفرغ - 6 سم","Hollow - 6 cm","","","Q4","Q4","2022","2022","2.21","2.21"
"طابوق أسمنتي / مفرغ - 8 سم","Hollow - 8 cm","","","Q4","Q4","2022","2022","2.42","2.42"
"طابوق أسمنتي / مصمت - 4 سم ","Solid - 4 cm","","","Q4","Q4","2022","2022","3.01","3.01"
"طابوق أسمنتي / مصمت - 6 سم","Solid - 6 cm","","","Q4","Q4","2022","2022","3.42","3.42"
"طابوق أسمنتي / مصمت - 8 سم","Solid - 8 cm","","","Q4","Q4","2022","2022","3.47","3.47"
"خرسانة جاهـزة / بورتلاند عادي نيوتن 40","Concrete Ready Mix / Normal - neutin 40","","","Q4","Q4","2022","2022","226.24","226.24"
"خرسانة جاهـزة / مقاوم للاملاح نيوتن 40","Concrete Ready Mix / Sulphate Resistance - neutin 40","","","Q4","Q4","2022","2022","235.43","235.43"
"حديد مبروم 8-6  ملم","Steel Bars 6-8 mm","","","Q4","Q4","2022","2022","2587.77","2587.77"
"حديد مبروم25 -10  ملم","steel Bars 10 - 25","","","Q4","Q4","2022","2022","2421.54","2421.54"
"شبك حديد للأرضيات  6 ملم","B.R.C. Mesh  6 m.m","","","Q4","Q4","2022","2022","60.74","60.74"
"شبك حديد للأرضيات  7 ملم","B.R.C. Mesh  7 m.m","","","Q4","Q4","2022","2022","86.67","86.67"
"شبك حديد للأرضيات  8 ملم","B.R.C. Mesh 8 m.m","","","Q4","Q4","2022","2022","117.00","117.00"
"اسمنت مقاوم للاملاح","Cement sulphate Resistance","","","Q1","Q1","2023","2023","15.36","15.36"
"اسمنت عادي بورتلاند","Cement Portland Cement","","","Q1","Q1","2023","2023","12.52","12.52"
"اسمنت ابيض","Cement White Cement","","","Q1","Q1","2023","2023","34.01","34.01"
"الجير","Lime","","","Q1","Q1","2023","2023","15.75","15.75"
"الجبس","Gypsum","","","Q1","Q1","2023","2023","8.05","8.05"
"بحص كونكري مكسر 3/4 انش","Aggreates 3/4","","","Q1","Q1","2023","2023","1223.33","1223.33"
"بحص كونكري مكسر 3/8 انش","Aggreates 3/8","","","Q1","Q1","2023","2023","1223.33","1223.33"
"بحص كونكري مكسر 3/16 انش ","Aggreates 3/16","","","Q1","Q1","2023","2023","1383.33","1383.33"
"الرمـــل / ابيض","Sand / White","","","Q1","Q1","2023","2023","793.33","793.33"
"الرمـــل / اسود","Sand / Black","","","Q1","Q1","2023","2023","1116.67","1116.67"
"الرمـــل / احمر","Sand / Red","","","Q1","Q1","2023","2023","606.67","606.67"
"طابوق أسمنتي / مفرغ - 4 سم","Hollow - 4 cm","","","Q1","Q1","2023","2023","2.00","2.00"
"طابوق أسمنتي / مفرغ - 6 سم","Hollow - 6 cm","","","Q1","Q1","2023","2023","2.21","2.21"
"طابوق أسمنتي / مفرغ - 8 سم","Hollow - 8 cm","","","Q1","Q1","2023","2023","2.42","2.42"
"طابوق أسمنتي / مصمت - 4 سم ","Solid - 4 cm","","","Q1","Q1","2023","2023","3.01","3.01"
"طابوق أسمنتي / مصمت - 6 سم","Solid - 6 cm","","","Q1","Q1","2023","2023","3.42","3.42"
"طابوق أسمنتي / مصمت - 8 سم","Solid - 8 cm","","","Q1","Q1","2023","2023","3.47","3.47"
"خرسانة جاهـزة / بورتلاند عادي نيوتن 40","Concrete Ready Mix / Normal - neutin 40","","","Q1","Q1","2023","2023","230.09","230.09"
"خرسانة جاهـزة / مقاوم للاملاح نيوتن 40","Concrete Ready Mix / Sulphate Resistance - neutin 40","","","Q1","Q1","2023","2023","240.55","240.55"
"حديد مبروم 8-6  ملم","Steel Bars 6-8 mm","","","Q1","Q1","2023","2023","2825.66","2825.66"
"حديد مبروم25 -10  ملم","steel Bars 10 - 25","","","Q1","Q1","2023","2023","2651.64","2651.64"
"شبك حديد للأرضيات  6 ملم","B.R.C. Mesh  6 m.m","","","Q1","Q1","2023","2023","66.21","66.21"
"شبك حديد للأرضيات  7 ملم","B.R.C. Mesh  7 m.m","","","Q1","Q1","2023","2023","90.70","90.70"
"شبك حديد للأرضيات  8 ملم","B.R.C. Mesh 8 m.m","","","Q1","Q1","2023","2023","121.40","121.40"
"اسمنت مقاوم للاملاح","Cement sulphate Resistance","","","Q2","Q2","2023","2023","16.23","16.23"
"اسمنت عادي بورتلاند","Cement Portland Cement","","","Q2","Q2","2023","2023","13.90","13.90"
"اسمنت ابيض","Cement White Cement","","","Q2","Q2","2023","2023","34.07","34.07"
"الجير","Lime","","","Q2","Q2","2023","2023","15.75","15.75"
"الجبس","Gypsum","","","Q2","Q2","2023","2023","7.93","7.93"
"بحص كونكري مكسر 3/4 انش","Aggreates 3/4","","","Q2","Q2","2023","2023","1173.33","1173.33"
"بحص كونكري مكسر 3/8 انش","Aggreates 3/8","","","Q2","Q2","2023","2023","1173.33","1173.33"
"بحص كونكري مكسر 3/16 انش ","Aggreates 3/16","","","Q2","Q2","2023","2023","1370.00","1370.00"
"الرمـــل / ابيض","Sand / White","","","Q2","Q2","2023","2023","758.33","758.33"
"الرمـــل / اسود","Sand / Black","","","Q2","Q2","2023","2023","1083.33","1083.33"
"الرمـــل / احمر","Sand / Red","","","Q2","Q2","2023","2023","596.67","596.67"
"طابوق أسمنتي / مفرغ - 4 سم","Hollow - 4 cm","","","Q2","Q2","2023","2023","2.03","2.03"
"طابوق أسمنتي / مفرغ - 6 سم","Hollow - 6 cm","","","Q2","Q2","2023","2023","2.23","2.23"
"طابوق أسمنتي / مفرغ - 8 سم","Hollow - 8 cm","","","Q2","Q2","2023","2023","2.45","2.45"
"طابوق أسمنتي / مصمت - 4 سم ","Solid - 4 cm","","","Q2","Q2","2023","2023","3.09","3.09"
"طابوق أسمنتي / مصمت - 6 سم","Solid - 6 cm","","","Q2","Q2","2023","2023","3.44","3.44"
"طابوق أسمنتي / مصمت - 8 سم","Solid - 8 cm","","","Q2","Q2","2023","2023","3.50","3.50"
"خرسانة جاهـزة / بورتلاند عادي نيوتن 40","Concrete Ready Mix / Normal - neutin 40","","","Q2","Q2","2023","2023","240.92","240.92"
"خرسانة جاهـزة / مقاوم للاملاح نيوتن 40","Concrete Ready Mix / Sulphate Resistance - neutin 40","","","Q2","Q2","2023","2023","249.57","249.57"
"حديد مبروم 8-6  ملم","Steel Bars 6-8 mm","","","Q2","Q2","2023","2023","2835.06","2835.06"
"حديد مبروم25 -10  ملم","steel Bars 10 - 25","","","Q2","Q2","2023","2023","2669.23","2669.23"
"شبك حديد للأرضيات  6 ملم","B.R.C. Mesh  6 m.m","","","Q2","Q2","2023","2023","64.62","64.62"
"شبك حديد للأرضيات  7 ملم","B.R.C. Mesh  7 m.m","","","Q2","Q2","2023","2023","87.02","87.02"
"شبك حديد للأرضيات  8 ملم","B.R.C. Mesh 8 m.m","","","Q2","Q2","2023","2023","121.21","121.21"
"اسمنت مقاوم للاملاح","Cement sulphate Resistance","","","Q3","Q3","2023","2023","16.01","16.01"
"اسمنت عادي بورتلاند","Cement Portland Cement","","","Q3","Q3","2023","2023","13.72","13.72"
"اسمنت ابيض","Cement White Cement","","","Q3","Q3","2023","2023","34.30","34.30"
"الجير","Lime","","","Q3","Q3","2023","2023","15.75","15.75"
"الجبس","Gypsum","","","Q3","Q3","2023","2023","7.70","7.70"
"بحص كونكري مكسر 3/4 انش","Aggreates 3/4","","","Q3","Q3","2023","2023","1190.83","1190.83"
"بحص كونكري مكسر 3/8 انش","Aggreates 3/8","","","Q3","Q3","2023","2023","1190.83","1190.83"
"بحص كونكري مكسر 3/16 انش ","Aggreates 3/16","","","Q3","Q3","2023","2023","1370.00","1370.00"
"الرمـــل / ابيض","Sand / White","","","Q3","Q3","2023","2023","770.58","770.58"
"الرمـــل / اسود","Sand / Black","","","Q3","Q3","2023","2023","1083.33","1083.33"
"الرمـــل / احمر","Sand / Red","","","Q3","Q3","2023","2023","596.67","596.67"
"طابوق أسمنتي / مفرغ - 4 سم","Hollow - 4 cm","","","Q3","Q3","2023","2023","2.07","2.07"
"طابوق أسمنتي / مفرغ - 6 سم","Hollow - 6 cm","","","Q3","Q3","2023","2023","2.24","2.24"
"طابوق أسمنتي / مفرغ - 8 سم","Hollow - 8 cm","","","Q3","Q3","2023","2023","2.49","2.49"
"طابوق أسمنتي / مصمت - 4 سم ","Solid - 4 cm","","","Q3","Q3","2023","2023","3.12","3.12"
"طابوق أسمنتي / مصمت - 6 سم","Solid - 6 cm","","","Q3","Q3","2023","2023","3.42","3.42"
"طابوق أسمنتي / مصمت - 8 سم","Solid - 8 cm","","","Q3","Q3","2023","2023","3.54","3.54"
"خرسانة جاهـزة / بورتلاند عادي نيوتن 40","Concrete Ready Mix / Normal - neutin 40","","","Q3","Q3","2023","2023","242.35","242.35"
"خرسانة جاهـزة / مقاوم للاملاح نيوتن 40","Concrete Ready Mix / Sulphate Resistance - neutin 40","","","Q3","Q3","2023","2023","239.43","239.43"
"حديد مبروم 8-6  ملم","Steel Bars 6-8 mm","","","Q3","Q3","2023","2023","2634.05","2634.05"
"حديد مبروم25 -10  ملم","steel Bars 10 - 25","","","Q3","Q3","2023","2023","2502.52","2502.52"
"شبك حديد للأرضيات  6 ملم","B.R.C. Mesh  6 m.m","","","Q3","Q3","2023","2023","61.28","61.28"
"شبك حديد للأرضيات  7 ملم","B.R.C. Mesh  7 m.m","","","Q3","Q3","2023","2023","81.00","81.00"
"شبك حديد للأرضيات  8 ملم","B.R.C. Mesh 8 m.m","","","Q3","Q3","2023","2023","111.29","111.29"
"اسمنت مقاوم للاملاح","Cement sulphate Resistance","","","Q4","Q4","2023","2023","15.49","15.49"
"اسمنت عادي بورتلاند","Cement Portland Cement","","","Q4","Q4","2023","2023","12.92","12.92"
"اسمنت ابيض","Cement White Cement","","","Q4","Q4","2023","2023","34.30","34.30"
"الجير","Lime","","","Q4","Q4","2023","2023","15.75","15.75"
"الجبس","Gypsum","","","Q4","Q4","2023","2023","7.70","7.70"
"بحص كونكري مكسر 3/4 انش","Aggreates 3/4","","","Q4","Q4","2023","2023","1190.83","1190.83"
"بحص كونكري مكسر 3/8 انش","Aggreates 3/8","","","Q4","Q4","2023","2023","1190.83","1190.83"
"بحص كونكري مكسر 3/16 انش ","Aggreates 3/16","","","Q4","Q4","2023","2023","1370.00","1370.00"
"الرمـــل / ابيض","Sand / White","","","Q4","Q4","2023","2023","770.58","770.58"
"الرمـــل / اسود","Sand / Black","","","Q4","Q4","2023","2023","1083.33","1083.33"
"الرمـــل / احمر","Sand / Red","","","Q4","Q4","2023","2023","596.67","596.67"
"طابوق أسمنتي / مفرغ - 4 سم","Hollow - 4 cm","","","Q4","Q4","2023","2023","2.07","2.07"
"طابوق أسمنتي / مفرغ - 6 سم","Hollow - 6 cm","","","Q4","Q4","2023","2023","2.24","2.24"
"طابوق أسمنتي / مفرغ - 8 سم","Hollow - 8 cm","","","Q4","Q4","2023","2023","2.45","2.45"
"طابوق أسمنتي / مصمت - 4 سم ","Solid - 4 cm","","","Q4","Q4","2023","2023","3.12","3.12"
"طابوق أسمنتي / مصمت - 6 سم","Solid - 6 cm","","","Q4","Q4","2023","2023","3.41","3.41"
"طابوق أسمنتي / مصمت - 8 سم","Solid - 8 cm","","","Q4","Q4","2023","2023","3.54","3.54"
"خرسانة جاهـزة / بورتلاند عادي نيوتن 40","Concrete Ready Mix / Normal - neutin 40","","","Q4","Q4","2023","2023","243.40","243.40"
"خرسانة جاهـزة / مقاوم للاملاح نيوتن 40","Concrete Ready Mix / Sulphate Resistance - neutin 40","","","Q4","Q4","2023","2023","241.66","241.66"
"حديد مبروم 8-6  ملم","Steel Bars 6-8 mm","","","Q4","Q4","2023","2023","2713.19","2713.19"
"حديد مبروم25 -10  ملم","steel Bars 10 - 25","","","Q4","Q4","2023","2023","2594.45","2594.45"
"شبك حديد للأرضيات  6 ملم","B.R.C. Mesh  6 m.m","","","Q4","Q4","2023","2023","62.66","62.66"
"شبك حديد للأرضيات  7 ملم","B.R.C. Mesh  7 m.m","","","Q4","Q4","2023","2023","81.25","81.25"
"شبك حديد للأرضيات  8 ملم","B.R.C. Mesh 8 m.m","","","Q4","Q4","2023","2023","110.96","110.96"
"اسمنت مقاوم للاملاح","Cement sulphate Resistance","","","Q1","Q1","2024","2024","15.66","15.66"
"اسمنت عادي بورتلاند","Cement Portland Cement","","","Q1","Q1","2024","2024","13.60","13.60"
"اسمنت ابيض","Cement White Cement","","","Q1","Q1","2024","2024","34.65","34.65"
"الجير","Lime","","","Q1","Q1","2024","2024","15.75","15.75"
"الجبس","Gypsum","","","Q1","Q1","2024","2024","7.70","7.70"
"بحص كونكري مكسر 3/4 انش","Aggreates 3/4","","","Q1","Q1","2024","2024","1228.61","1228.61"
"بحص كونكري مكسر 3/8 انش","Aggreates 3/8","","","Q1","Q1","2024","2024","1228.61","1228.61"
"بحص كونكري مكسر 3/16 انش ","Aggreates 3/16","","","Q1","Q1","2024","2024","1420.00","1420.00"
"الرمـــل / ابيض","Sand / White","","","Q1","Q1","2024","2024","790.03","790.03"
"الرمـــل / اسود","Sand / Black","","","Q1","Q1","2024","2024","1102.78","1102.78"
"الرمـــل / احمر","Sand / Red","","","Q1","Q1","2024","2024","609.44","609.44"
"طابوق أسمنتي / مفرغ - 4 سم","Hollow - 4 cm","","","Q1","Q1","2024","2024","2.49","2.49"
"طابوق أسمنتي / مفرغ - 6 سم","Hollow - 6 cm","","","Q1","Q1","2024","2024","2.66","2.66"
"طابوق أسمنتي / مفرغ - 8 سم","Hollow - 8 cm","","","Q1","Q1","2024","2024","2.91","2.91"
"طابوق أسمنتي / مصمت - 4 سم ","Solid - 4 cm","","","Q1","Q1","2024","2024","3.54","3.54"
"طابوق أسمنتي / مصمت - 6 سم","Solid - 6 cm","","","Q1","Q1","2024","2024","3.58","3.58"
"طابوق أسمنتي / مصمت - 8 سم","Solid - 8 cm","","","Q1","Q1","2024","2024","3.96","3.96"
"خرسانة جاهـزة / بورتلاند عادي نيوتن 40","Concrete Ready Mix / Normal - neutin 40","","","Q1","Q1","2024","2024","256.19","256.19"
"خرسانة جاهـزة / مقاوم للاملاح نيوتن 40","Concrete Ready Mix / Sulphate Resistance - neutin 40","","","Q1","Q1","2024","2024","258.44","258.44"
"حديد مبروم 8-6  ملم","Steel Bars 6-8 mm","","","Q1","Q1","2024","2024","2775.08","2775.08"
"حديد مبروم25 -10  ملم","steel Bars 10 - 25","","","Q1","Q1","2024","2024","2649.57","2649.57"
"شبك حديد للأرضيات  6 ملم","B.R.C. Mesh  6 m.m","","","Q1","Q1","2024","2024","63.20","63.20"
"شبك حديد للأرضيات  7 ملم","B.R.C. Mesh  7 m.m","","","Q1","Q1","2024","2024","83.12","83.12"
"شبك حديد للأرضيات  8 ملم","B.R.C. Mesh 8 m.m","","","Q1","Q1","2024","2024","111.03","111.03"
"اسمنت مقاوم للاملاح","Cement sulphate Resistance","","","Q2","Q2","2024","2024","15.49","15.49"
"اسمنت عادي بورتلاند","Cement Portland Cement","","","Q2","Q2","2024","2024","13.18","13.18"
"اسمنت ابيض","Cement White Cement","","","Q2","Q2","2024","2024","34.71","34.71"
"الجير","Lime","","","Q2","Q2","2024","2024","15.75","15.75"
"الجبس","Gypsum","","","Q2","Q2","2024","2024","7.70","7.70"
"بحص كونكري مكسر 3/4 انش","Aggreates 3/4","","","Q2","Q2","2024","2024","1190.83","1190.83"
"بحص كونكري مكسر 3/8 انش","Aggreates 3/8","","","Q2","Q2","2024","2024","1190.83","1190.83"
"بحص كونكري مكسر 3/16 انش ","Aggreates 3/16","","","Q2","Q2","2024","2024","1370.00","1370.00"
"الرمـــل / ابيض","Sand / White","","","Q2","Q2","2024","2024","770.58","770.58"
"الرمـــل / اسود","Sand / Black","","","Q2","Q2","2024","2024","1083.33","1083.33"
"الرمـــل / احمر","Sand / Red","","","Q2","Q2","2024","2024","596.67","596.67"
"طابوق أسمنتي / مفرغ - 4 سم","Hollow - 4 cm","","","Q2","Q2","2024","2024","2.35","2.35"
"طابوق أسمنتي / مفرغ - 6 سم","Hollow - 6 cm","","","Q2","Q2","2024","2024","2.52","2.52"
"طابوق أسمنتي / مفرغ - 8 سم","Hollow - 8 cm","","","Q2","Q2","2024","2024","2.77","2.77"
"طابوق أسمنتي / مصمت - 4 سم ","Solid - 4 cm","","","Q2","Q2","2024","2024","3.40","3.40"
"طابوق أسمنتي / مصمت - 6 سم","Solid - 6 cm","","","Q2","Q2","2024","2024","3.58","3.58"
"طابوق أسمنتي / مصمت - 8 سم","Solid - 8 cm","","","Q2","Q2","2024","2024","3.82","3.82"
"خرسانة جاهـزة / بورتلاند عادي نيوتن 40","Concrete Ready Mix / Normal - neutin 40","","","Q2","Q2","2024","2024","247.64","247.64"
"خرسانة جاهـزة / مقاوم للاملاح نيوتن 40","Concrete Ready Mix / Sulphate Resistance - neutin 40","","","Q2","Q2","2024","2024","246.70","246.70"
"حديد مبروم 8-6  ملم","Steel Bars 6-8 mm","","","Q2","Q2","2024","2024","2644.18","2644.18"
"حديد مبروم25 -10  ملم","steel Bars 10 - 25","","","Q2","Q2","2024","2024","2521.08","2521.08"
"شبك حديد للأرضيات  6 ملم","B.R.C. Mesh  6 m.m","","","Q2","Q2","2024","2024","60.13","60.13"
"شبك حديد للأرضيات  7 ملم","B.R.C. Mesh  7 m.m","","","Q2","Q2","2024","2024","79.59","79.59"
"شبك حديد للأرضيات  8 ملم","B.R.C. Mesh 8 m.m","","","Q2","Q2","2024","2024","106.57","106.57"
"اسمنت مقاوم للاملاح","Cement sulphate Resistance","","","Q3","Q3","2024","2024","15.49","15.49"
"اسمنت عادي بورتلاند","Cement Portland Cement","","","Q3","Q3","2024","2024","13.13","13.13"
"اسمنت ابيض","Cement White Cement","","","Q3","Q3","2024","2024","34.83","34.83"
"الجير","Lime","","","Q3","Q3","2024","2024","15.75","15.75"
"الجبس","Gypsum","","","Q3","Q3","2024","2024","7.70","7.70"
"بحص كونكري مكسر 3/4 انش","Aggreates 3/4","","","Q3","Q3","2024","2024","1190.83","1190.83"
"بحص كونكري مكسر 3/8 انش","Aggreates 3/8","","","Q3","Q3","2024","2024","1190.83","1190.83"
"بحص كونكري مكسر 3/16 انش ","Aggreates 3/16","","","Q3","Q3","2024","2024","1370.00","1370.00"
"الرمـــل / ابيض","Sand / White","","","Q3","Q3","2024","2024","770.58","770.58"
"الرمـــل / اسود","Sand / Black","","","Q3","Q3","2024","2024","1083.33","1083.33"
"الرمـــل / احمر","Sand / Red","","","Q3","Q3","2024","2024","586.11","586.11"
"طابوق أسمنتي / مفرغ - 4 سم","Hollow - 4 cm","","","Q3","Q3","2024","2024","2.35","2.35"
"طابوق أسمنتي / مفرغ - 6 سم","Hollow - 6 cm","","","Q3","Q3","2024","2024","2.52","2.52"
"طابوق أسمنتي / مفرغ - 8 سم","Hollow - 8 cm","","","Q3","Q3","2024","2024","2.77","2.77"
"طابوق أسمنتي / مصمت - 4 سم ","Solid - 4 cm","","","Q3","Q3","2024","2024","3.40","3.40"
"طابوق أسمنتي / مصمت - 6 سم","Solid - 6 cm","","","Q3","Q3","2024","2024","3.58","3.58"
"طابوق أسمنتي / مصمت - 8 سم","Solid - 8 cm","","","Q3","Q3","2024","2024","3.82","3.82"
"خرسانة جاهـزة / بورتلاند عادي نيوتن 40","Concrete Ready Mix / Normal - neutin 40","","","Q3","Q3","2024","2024","252.81","252.81"
"خرسانة جاهـزة / مقاوم للاملاح نيوتن 40","Concrete Ready Mix / Sulphate Resistance - neutin 40","","","Q3","Q3","2024","2024","254.52","254.52"
"حديد مبروم 8-6  ملم","Steel Bars 6-8 mm","","","Q3","Q3","2024","2024","2532.43","2532.43"
"حديد مبروم25 -10  ملم","steel Bars 10 - 25","","","Q3","Q3","2024","2024","2424.40","2424.40"
"شبك حديد للأرضيات  6 ملم","B.R.C. Mesh  6 m.m","","","Q3","Q3","2024","2024","62.91","62.91"
"شبك حديد للأرضيات  7 ملم","B.R.C. Mesh  7 m.m","","","Q3","Q3","2024","2024","77.09","77.09"
"شبك حديد للأرضيات  8 ملم","B.R.C. Mesh 8 m.m","","","Q3","Q3","2024","2024","110.02","110.02"
